"#","DISC","Description","Publish Date","Applied Date","Attactment","View Details"
"107","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:42 PM","Attachments","View Submission"
"108","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","22 March, 2025 16:49 PM","Attachments","View Submission"
"109","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","22 March, 2025 16:59 PM","Attachments","View Submission"
"110","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:26 PM","Attachments","View Submission"
"111","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:29 PM","Attachments","View Submission"
"112","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:30 PM","Attachments","View Submission"
"113","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:32 PM","Attachments","View Submission"
"114","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:33 PM","Attachments","View Submission"
"115","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:37 PM","Attachments","View Submission"
"116","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:38 PM","Attachments","View Submission"
"117","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:53 PM","Attachments","View Submission"
"118","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 14:59 PM","Attachments","View Submission"
"119","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","24 March, 2025 15:04 PM","Attachments","View Submission"
"120","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","26 March, 2025 16:43 PM","Attachments","View Submission"
"121","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","26 March, 2025 16:46 PM","Attachments","View Submission"
"122","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","26 March, 2025 16:48 PM","Attachments","View Submission"
"123","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","26 March, 2025 17:13 PM","Attachments","View Submission"
"124","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","26 March, 2025 17:41 PM","Attachments","View Submission"
"125","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","28 March, 2025 11:19 AM","Attachments","View Submission"
"126","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","28 March, 2025 11:24 AM","Attachments","View Submission"
"127","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","29 March, 2025 18:25 PM","Attachments","View Submission"
"128","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","29 March, 2025 18:26 PM","Attachments","View Submission"
"129","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","29 March, 2025 18:27 PM","Attachments","View Submission"
"130","ADITI 2 Re Open","The 2nd edition of ADITI Ac...                                                                                                                                The 2nd edition of ADITI Acing Development of Innovative Technologies with iDEX is launched with 19 Problem Statements from the Armed Forces, DSA, ICG and GRSE for resolution by Startups, MSMEs and innovators.","18 March, 2025 12:36 PM","29 March, 2025 18:32 PM","Attachments","View Submission"
"131","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","30 March, 2025 18:07 PM","Attachments","View Submission"
"132","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","30 March, 2025 18:14 PM","Attachments","View Submission"
"133","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","30 March, 2025 18:16 PM","Attachments","View Submission"
"134","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","30 March, 2025 18:18 PM","Attachments","View Submission"
"135","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","30 March, 2025 18:19 PM","Attachments","View Submission"
"136","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","30 March, 2025 18:27 PM","Attachments","View Submission"
"137","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","31 March, 2025 13:36 PM","Attachments","View Submission"
"138","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","31 March, 2025 13:39 PM","Attachments","View Submission"
"139","OPEN CHALLENGE","India is witnessing the ris...                                                                                                                                India is witnessing the rise of the next generation of Engineers, capable of developing technologies in autonomous systems, intelligent machines, advanced materials, predictive algorithms, or even rocket engines, for the most sophisticated applications in defence and aerospace domains. Through the iDEX Open Challenge, we are casting the net wider, creating opportunities for innovators to propose ways for harnessing their technology capabilities to strengthen our nation’s military superiority. If you think you have an idea, technology or a product that has use in defence and aerospace, then iDEX Open Challenge is the right opportunity for you to grab. Innovators, Startups and MSMEs can now engage directly with the military through the iDEX Open Challenge to showcase their technologies, facilitated by DIO and Partner Incubators. Selected applicants are offered a chance to pitch to the iDEX grand jury and qualify for grants and investments, organized periodically throughout the year.  In case if you find any problem in submitting the application form, kindly write us on email id idexdio[at]ddpmod[dot]gov[dot]in","22 June, 2023 10:45 AM","31 March, 2025 13:41 PM","Attachments","View Submission"
